entry_date,near_expiry,far_expiry,secondary_spot_open,primary_spot_open,spot_abs_diff,primary_reason,primary_strike,secondary_strike,secondary_status,comparison_status,strike_mode,secondary_missing_entry,secondary_missing_exit,secondary_max_abs_price_diff,secondary_pnl_inr
2023-06-09,2023-06-15,2023-07-06,18655.900390625,18655.9,0.0003906249985448085,MISSING_ENTRY_LEG,18650.0,18650.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_EXACT,SAME_AS_PRIMARY_STRIKE,,,1.25,980.0000000000009
2023-06-16,2023-06-22,2023-07-13,18723.30078125,18723.3,0.0007812500007275958,MISSING_ENTRY_LEG,18700.0,18700.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_EXACT,SAME_AS_PRIMARY_STRIKE,,,3.0500000000000114,199.99999999999955
2023-06-23,2023-06-28,2023-07-20,18741.849609375,18741.8,0.049609375000727596,VALID,18750.0,,SECONDARY_CONFIRMS_NO_COMMON_STRIKE,PRIMARY_VALID_SECONDARY_NONEXECUTABLE,NO_COMMON_STRIKE,,,,
2023-06-30,2023-07-06,2023-07-27,19076.849609375,19076.8,0.049609375000727596,VALID,19100.0,19100.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,1.8999999999999773,-2315.0
2023-07-07,2023-07-13,2023-08-03,19422.80078125,19422.8,0.0007812500007275958,VALID,19400.0,19400.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,10.900000000000006,-192.4999999999991
2023-07-14,2023-07-20,2023-08-10,19493.44921875,19493.45,0.0007812500007275958,VALID,19500.0,19500.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,8.950000000000045,-3252.5000000000027
2023-07-21,2023-07-27,2023-08-17,19800.44921875,19800.45,0.0007812500007275958,VALID,19800.0,19800.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,16.30000000000001,1837.5000000000011
2023-07-28,2023-08-03,2023-08-24,19659.75,19659.75,0.0,VALID,19650.0,19650.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,8.5,1482.499999999999
2023-08-04,2023-08-10,2023-08-31,19462.80078125,19462.8,0.0007812500007275958,VALID,19450.0,19450.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,5.549999999999997,2147.499999999999
2023-08-11,2023-08-17,2023-09-07,19554.25,19554.25,0.0,MISSING_ENTRY_LEG,19550.0,19550.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_EXACT,SAME_AS_PRIMARY_STRIKE,,,7.699999999999989,2560.000000000001
